2.000000000000000000e+00,9.600000000000000000e+01,5.600000000000000000e+01,2.400000000000000000e+01,5.600000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,4.096000000000000000e+03,5.120000000000000000e+02,1.600000000000000000e+01,1.280000000000000000e+02,1.280000000000000000e+02,5.120000000000000000e+02,2.700000000000000000e+01,5.444831622564371355e+04
8.000000000000000000e+00,8.800000000000000000e+01,7.200000000000000000e+01,4.800000000000000000e+01,1.120000000000000000e+02,8.000000000000000000e+00,1.000000000000000000e+00,1.638400000000000000e+04,1.024000000000000000e+03,8.000000000000000000e+00,5.120000000000000000e+02,1.280000000000000000e+02,1.024000000000000000e+03,1.200000000000000000e+01,2.514153911967589011e+04
8.000000000000000000e+00,1.520000000000000000e+02,1.600000000000000000e+01,6.400000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,2.048000000000000000e+03,1.024000000000000000e+03,1.600000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,5.120000000000000000e+02,2.700000000000000000e+01,5.198469163532232778e+04
6.000000000000000000e+00,1.200000000000000000e+02,8.000000000000000000e+00,1.600000000000000000e+01,5.600000000000000000e+01,8.000000000000000000e+00,3.000000000000000000e+00,3.276800000000000000e+04,5.120000000000000000e+02,3.200000000000000000e+01,5.120000000000000000e+02,5.120000000000000000e+02,1.024000000000000000e+03,1.500000000000000000e+01,2.969509383589239587e+04
8.000000000000000000e+00,6.400000000000000000e+01,6.400000000000000000e+01,1.600000000000000000e+01,8.800000000000000000e+01,1.200000000000000000e+01,4.000000000000000000e+00,3.276800000000000000e+04,2.560000000000000000e+02,8.000000000000000000e+00,2.560000000000000000e+02,2.560000000000000000e+02,5.120000000000000000e+02,2.400000000000000000e+01,4.721071058238809928e+04
8.000000000000000000e+00,1.040000000000000000e+02,1.600000000000000000e+01,6.400000000000000000e+01,4.800000000000000000e+01,1.400000000000000000e+01,6.000000000000000000e+00,8.192000000000000000e+03,5.120000000000000000e+02,1.600000000000000000e+01,1.280000000000000000e+02,6.400000000000000000e+01,5.120000000000000000e+02,3.600000000000000000e+01,7.066048744164992240e+04
6.000000000000000000e+00,1.440000000000000000e+02,4.800000000000000000e+01,5.600000000000000000e+01,5.600000000000000000e+01,1.200000000000000000e+01,5.000000000000000000e+00,1.024000000000000000e+03,1.024000000000000000e+03,8.000000000000000000e+00,5.120000000000000000e+02,2.560000000000000000e+02,5.120000000000000000e+02,3.300000000000000000e+01,6.437225402877478336e+04
6.000000000000000000e+00,6.400000000000000000e+01,2.400000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,3.276800000000000000e+04,1.024000000000000000e+03,2.400000000000000000e+01,1.024000000000000000e+03,1.280000000000000000e+02,4.096000000000000000e+03,2.400000000000000000e+01,9.227651703149898822e+03
8.000000000000000000e+00,1.200000000000000000e+02,4.000000000000000000e+01,6.400000000000000000e+01,1.120000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,1.638400000000000000e+04,1.024000000000000000e+03,3.200000000000000000e+01,2.560000000000000000e+02,1.280000000000000000e+02,5.120000000000000000e+02,1.500000000000000000e+01,1.451021281026479846e+04
4.000000000000000000e+00,1.120000000000000000e+02,1.600000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,4.096000000000000000e+03,5.120000000000000000e+02,8.000000000000000000e+00,6.400000000000000000e+01,2.560000000000000000e+02,2.048000000000000000e+03,1.200000000000000000e+01,2.647091856141456083e+04
8.000000000000000000e+00,1.600000000000000000e+02,1.600000000000000000e+01,3.200000000000000000e+01,1.440000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,4.096000000000000000e+03,2.560000000000000000e+02,1.600000000000000000e+01,2.560000000000000000e+02,1.280000000000000000e+02,1.024000000000000000e+03,1.800000000000000000e+01,3.395911549118505354e+04
8.000000000000000000e+00,8.800000000000000000e+01,4.800000000000000000e+01,1.600000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00,3.276800000000000000e+04,2.560000000000000000e+02,2.400000000000000000e+01,1.280000000000000000e+02,1.280000000000000000e+02,2.048000000000000000e+03,3.600000000000000000e+01,7.885814857482559455e+04
6.000000000000000000e+00,1.600000000000000000e+02,4.800000000000000000e+01,8.000000000000000000e+01,4.000000000000000000e+01,6.000000000000000000e+00,4.000000000000000000e+00,2.048000000000000000e+03,2.560000000000000000e+02,1.600000000000000000e+01,5.120000000000000000e+02,1.280000000000000000e+02,4.096000000000000000e+03,3.300000000000000000e+01,1.577045540970603724e+04
8.000000000000000000e+00,9.600000000000000000e+01,7.200000000000000000e+01,1.600000000000000000e+01,4.000000000000000000e+01,1.200000000000000000e+01,5.000000000000000000e+00,1.638400000000000000e+04,2.560000000000000000e+02,3.200000000000000000e+01,1.024000000000000000e+03,1.280000000000000000e+02,4.096000000000000000e+03,3.600000000000000000e+01,1.600856620786945678e+04
8.000000000000000000e+00,1.440000000000000000e+02,4.000000000000000000e+01,4.800000000000000000e+01,6.400000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,2.048000000000000000e+03,5.120000000000000000e+02,1.600000000000000000e+01,2.560000000000000000e+02,6.400000000000000000e+01,2.048000000000000000e+03,2.100000000000000000e+01,4.135261253571586712e+04
6.000000000000000000e+00,1.040000000000000000e+02,5.600000000000000000e+01,4.000000000000000000e+01,5.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,3.276800000000000000e+04,2.560000000000000000e+02,8.000000000000000000e+00,2.560000000000000000e+02,2.560000000000000000e+02,1.024000000000000000e+03,1.200000000000000000e+01,2.482384302111732904e+04
8.000000000000000000e+00,1.040000000000000000e+02,8.000000000000000000e+00,4.800000000000000000e+01,8.800000000000000000e+01,6.000000000000000000e+00,3.000000000000000000e+00,8.192000000000000000e+03,2.560000000000000000e+02,3.200000000000000000e+01,2.560000000000000000e+02,1.280000000000000000e+02,2.048000000000000000e+03,2.400000000000000000e+01,4.635562644238770736e+04
6.000000000000000000e+00,1.440000000000000000e+02,6.400000000000000000e+01,8.000000000000000000e+00,1.600000000000000000e+02,1.200000000000000000e+01,6.000000000000000000e+00,1.024000000000000000e+03,5.120000000000000000e+02,2.400000000000000000e+01,2.560000000000000000e+02,6.400000000000000000e+01,8.192000000000000000e+03,2.700000000000000000e+01,1.502118861509962699e+04
8.000000000000000000e+00,1.280000000000000000e+02,4.800000000000000000e+01,3.200000000000000000e+01,4.800000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,8.192000000000000000e+03,1.024000000000000000e+03,8.000000000000000000e+00,2.560000000000000000e+02,5.120000000000000000e+02,2.048000000000000000e+03,1.500000000000000000e+01,3.177458200585660597e+04
8.000000000000000000e+00,8.800000000000000000e+01,4.800000000000000000e+01,2.400000000000000000e+01,1.120000000000000000e+02,1.600000000000000000e+01,3.000000000000000000e+00,1.638400000000000000e+04,2.560000000000000000e+02,8.000000000000000000e+00,2.560000000000000000e+02,6.400000000000000000e+01,5.120000000000000000e+02,3.300000000000000000e+01,6.467066943193753832e+04
8.000000000000000000e+00,8.000000000000000000e+01,3.200000000000000000e+01,6.400000000000000000e+01,4.800000000000000000e+01,1.200000000000000000e+01,4.000000000000000000e+00,4.096000000000000000e+03,2.560000000000000000e+02,1.600000000000000000e+01,6.400000000000000000e+01,2.560000000000000000e+02,8.192000000000000000e+03,2.700000000000000000e+01,1.197109780829399278e+04
6.000000000000000000e+00,1.280000000000000000e+02,1.600000000000000000e+01,4.000000000000000000e+01,1.200000000000000000e+02,8.000000000000000000e+00,4.000000000000000000e+00,8.192000000000000000e+03,2.560000000000000000e+02,1.600000000000000000e+01,1.024000000000000000e+03,6.400000000000000000e+01,2.048000000000000000e+03,2.700000000000000000e+01,5.027682005216511607e+04
