-1.000000000000000000e+00,5.809600704346054578e-02,2.769827795492899188e-04,-1.000000000000000000e+00,5.254467743123890366e-02,5.179408639947039516e-04,-1.000000000000000000e+00,4.832031190294217710e-02,6.232255453849373360e-04,-1.000000000000000000e+00,4.446903895941494572e-02,8.041644619386786137e-04,-9.763313609467456633e-01,4.621621168611775299e-02,8.489148112137356005e-04,-9.555555555555554914e-01,4.782112244885682040e-02,9.064835881604914759e-04,-9.238754325259515010e-01,4.878713000609991718e-02,8.528220827316391811e-04,-9.002770083102493714e-01,4.986119976253045732e-02,9.585708784233085448e-04,-8.684807256235826944e-01,5.222788920177291044e-02,1.125585040455955770e-03,-1.000000000000000000e+00
-4.000000000000003553e-02,4.849234226560742572e-02,9.651122091071880115e-04,1.836734693877550839e-01,5.299319908451338018e-02,1.476292582927273001e-03,3.580246913580247270e-01,4.949466621843424952e-02,1.260811620694963879e-03,4.545454545454545858e-01,4.219811334681636272e-02,1.095376629522656345e-03,5.266272189349112676e-01,3.950347145783578845e-02,9.666537277296259525e-04,5.733333333333332504e-01,3.563503678468261243e-02,9.329968338613350799e-04,6.124567474048443483e-01,3.317802823147332492e-02,8.541487852418659914e-04,6.398891966759003846e-01,3.103780753793604005e-02,7.688189651453175046e-04,6.417233560090702671e-01,2.918380038498622278e-02,6.902913650960970128e-04,1.000000000000000000e+00
-7.600000000000000089e-01,9.536938540538793252e-02,3.881701372232336956e-03,-6.326530612244897211e-01,9.133598373778198387e-02,2.680518547316191724e-03,-6.666666666666666297e-01,8.812470814048997680e-02,3.088174750461244750e-03,-7.190082644628099651e-01,1.063774143453170701e-01,3.348944024378513930e-03,-6.804733727810651223e-01,1.125776435007234955e-01,3.877594758911117375e-03,-5.777777777777777235e-01,1.039609645003547328e-01,3.385856735689002361e-03,-5.501730103806228289e-01,9.332150595853322406e-02,3.320428193865168978e-03,-5.290858725761772297e-01,8.789369527388697645e-02,3.402425118107896447e-03,-5.328798185941042709e-01,8.397038487353374048e-02,3.328445660756992278e-03,-1.000000000000000000e+00
-8.399999999999999689e-01,5.672766041201643406e-02,4.257011840927416566e-04,-8.775510204081632404e-01,4.790712474383311548e-02,5.363225057441897920e-04,-9.012345679012345734e-01,5.182620327752044537e-02,5.981988344284700941e-04,-9.173553719008264995e-01,6.444881497570928430e-02,9.487140393892075233e-04,-9.289940828402366568e-01,7.402810164471580745e-02,1.555041469638452538e-03,-8.711111111111111693e-01,7.495494791534597356e-02,1.584883465867935413e-03,-7.854671280276817047e-01,7.281784539860075567e-02,1.433375080762702702e-03,-7.229916897506926121e-01,7.110399308049455969e-02,1.551418282204465463e-03,-6.485260770975056488e-01,7.111492916163401901e-02,1.579662313926292420e-03,-1.000000000000000000e+00
-1.000000000000000000e+00,3.889473006540980493e-02,1.581060950858606876e-04,-1.000000000000000000e+00,3.625185643663705187e-02,3.122428661757426860e-04,-1.000000000000000000e+00,4.040776875549743213e-02,4.096612704590934552e-04,-1.000000000000000000e+00,4.333547373590929813e-02,4.677867242602354271e-04,-1.000000000000000000e+00,4.343313228363673839e-02,5.518498405573266314e-04,-9.688888888888889106e-01,4.504392654151512243e-02,8.678949764877083150e-04,-9.342560553633217912e-01,4.671275785996573809e-02,1.047598235447364792e-03,-9.085872576177285165e-01,4.965580377538113960e-02,1.320351013936144546e-03,-8.979591836734693855e-01,5.259689341601856555e-02,1.571498163889339765e-03,-1.000000000000000000e+00
-1.000000000000000000e+00,8.280529446914680625e-02,2.452637452904055538e-03,-1.000000000000000000e+00,7.625941948330910991e-02,1.870079899999503711e-03,-1.000000000000000000e+00,8.044927107287955237e-02,2.719580902728378248e-03,-9.008264462809918438e-01,1.035854913866113558e-01,5.263715705946963620e-03,-7.396449704142011861e-01,1.050246244692875502e-01,4.445147144487389054e-03,-5.777777777777777235e-01,9.555960883581338106e-02,3.781921965494697800e-03,-4.844290657439446757e-01,9.060332232207342351e-02,4.040579415952508420e-03,-4.238227146814403934e-01,8.839757101760600810e-02,4.208419332728816423e-03,-3.673469387755102233e-01,8.684900439394178939e-02,4.413299781027825615e-03,-1.000000000000000000e+00
-7.600000000000000089e-01,1.157535960228568556e-01,2.566811527248939826e-03,-6.734693877551021224e-01,1.119795564399194004e-01,3.194561303804685243e-03,-6.296296296296295392e-01,1.126536724509745319e-01,3.455054867861797555e-03,-5.041322314049587749e-01,9.783618201245268542e-02,3.051649862074506860e-03,-4.082840236686390845e-01,8.427849748570004351e-02,3.176761444114376519e-03,-3.111111111111111160e-01,7.947158534582254852e-02,3.364670657228449775e-03,-2.145328719723183508e-01,7.337847451658392750e-02,3.221347633852965613e-03,-1.274238227146814451e-01,6.767782419092235879e-02,3.213430416962927052e-03,-4.535147392290245216e-02,6.572809506184293382e-02,3.310534199433984477e-03,1.000000000000000000e+00
-1.000000000000000000e+00,6.361303110618590773e-02,3.382960755952128980e-04,-1.000000000000000000e+00,7.450627265630936635e-02,1.314807278902980874e-03,-9.506172839506172867e-01,8.073651443283796914e-02,1.828495771762650391e-03,-8.347107438016528880e-01,7.536295962656641700e-02,1.583852990899650920e-03,-7.928994082840236102e-01,7.102957364514296545e-02,1.631192148627394955e-03,-7.333333333333333925e-01,7.537131995276262486e-02,1.977214398243623550e-03,-6.920415224913495367e-01,7.444529209894122646e-02,1.917371189612807189e-03,-6.925207756232686362e-01,7.181687729448675561e-02,1.816823491171242312e-03,-7.052154195011337556e-01,6.990119241202315259e-02,1.771063643941671708e-03,-1.000000000000000000e+00
-1.000000000000000000e+00,6.484679792897143913e-02,1.294472385967933683e-03,-1.000000000000000000e+00,6.283520492164294813e-02,1.368508567950335901e-03,-1.000000000000000000e+00,6.579310250926133363e-02,1.767264762024168753e-03,-9.173553719008264995e-01,7.217309885127499991e-02,2.386287434337866411e-03,-8.224852071005916976e-01,6.759091549963643086e-02,1.922490142441992669e-03,-7.422222222222221166e-01,6.948687389689552074e-02,1.780801811639271242e-03,-6.816608996539792464e-01,7.206699658118601026e-02,1.670884587543064632e-03,-6.121883656509694571e-01,7.073948660107573505e-02,1.652500560676890004e-03,-5.510204081632652517e-01,6.853472376300218105e-02,1.633186579941999167e-03,1.000000000000000000e+00
-1.000000000000000000e+00,6.035043227048728781e-02,5.994507999648569048e-04,-1.000000000000000000e+00,6.600337002240731776e-02,1.351001876726692008e-03,-9.259259259259258190e-01,7.563822452034092703e-02,1.895117805081666246e-03,-8.264462809917355601e-01,8.073295425245534396e-02,1.751732407407710201e-03,-7.159763313609467383e-01,8.399024566299748140e-02,2.137403016088178058e-03,-6.488888888888888484e-01,8.486701680370736800e-02,2.344298934547685200e-03,-5.640138408304498085e-01,8.539566929654221483e-02,2.267229523832685507e-03,-5.096952908587257802e-01,8.513773403602382939e-02,2.470499067567401893e-03,-4.829931972789115457e-01,8.584050344827663659e-02,2.769225778485767328e-03,1.000000000000000000e+00
-8.800000000000000044e-01,6.925920268593556417e-02,7.195214108966912223e-04,-9.387755102040816757e-01,7.647045690572373822e-02,2.444302375425824302e-03,-8.518518518518518601e-01,7.722922657319342132e-02,2.270879450972097726e-03,-6.942148760330577595e-01,7.203293776906879997e-02,1.889350004038558043e-03,-5.857988165680472203e-01,7.222534145447678799e-02,2.399593789505181061e-03,-4.933333333333334014e-01,7.588519355038701730e-02,3.317039755915973838e-03,-4.394463667820068808e-01,7.939586371177019541e-02,4.243472002206751144e-03,-4.044321329639888885e-01,8.185337384292966367e-02,4.848305924863207522e-03,-4.058956916099772938e-01,7.883098894201713558e-02,4.060160939567561064e-03,-1.000000000000000000e+00
-9.199999999999999289e-01,9.624071616527757334e-02,2.560183174560858987e-03,-7.551020408163264808e-01,8.879297420303168542e-02,3.277516733791707802e-03,-6.666666666666667407e-01,8.269818597131507742e-02,3.845284999686524562e-03,-5.867768595041322754e-01,7.918537548634332901e-02,4.414889889482035736e-03,-5.266272189349111565e-01,7.717404046182378685e-02,4.434962658482051630e-03,-4.844444444444444553e-01,7.540704121620220302e-02,4.212598371512005745e-03,-4.498269896193772266e-01,7.154663952001708016e-02,3.872561592254601323e-03,-4.293628808864266566e-01,6.769893759492684460e-02,3.557392801048623633e-03,-4.013605442176870763e-01,6.572439891275785873e-02,3.282849196821499213e-03,1.000000000000000000e+00
-1.000000000000000000e+00,1.077866140490101321e-01,2.914604591829863655e-03,-1.000000000000000000e+00,9.845652785879918656e-02,2.903584476058654589e-03,-9.012345679012345734e-01,9.403965054730573092e-02,3.232276750594174127e-03,-8.016528925619834656e-01,9.898252486401261374e-02,3.611952656182497098e-03,-7.159763313609467383e-01,9.519598861761946473e-02,3.609085448049493498e-03,-7.111111111111111382e-01,9.180074652559161441e-02,3.688412504988704786e-03,-7.128027681660900061e-01,8.812891969810990322e-02,3.286680233419064616e-03,-7.036011080332409406e-01,9.098164450960534444e-02,3.275267362663184748e-03,-6.621315192743764122e-01,9.257763824251613594e-02,3.437899213671242495e-03,-1.000000000000000000e+00
1.999999999999999556e-01,1.034305396459895693e-01,4.471508222189485467e-03,2.040816326530614511e-02,9.475534056476937750e-02,4.008783445242474104e-03,1.234567901234573384e-02,8.827047946341483320e-02,3.867613980499802658e-03,8.264462809917327846e-03,8.511903428478469202e-02,3.575828825243162080e-03,5.917159763313639687e-03,7.948079439638791599e-02,3.314848769531016613e-03,4.000000000000003553e-02,7.191588320950222102e-02,3.080863157458048427e-03,6.574394463667815325e-02,6.740456536230719775e-02,2.861158305857304691e-03,8.587257617728533132e-02,6.401987903288554327e-02,2.742658646777109549e-03,8.616780045351474238e-02,6.046980143936163399e-02,2.605157981408490371e-03,1.000000000000000000e+00
1.999999999999999556e-01,1.085514037634588841e-01,2.971416417315804470e-03,-1.020408163265305590e-01,9.723768388356700265e-02,2.850351338635924523e-03,-2.345679012345678882e-01,9.655883877925863779e-02,2.586246130575699503e-03,-2.561983471074380514e-01,9.561647984464539951e-02,2.787567413019824848e-03,-2.899408284023668458e-01,9.338846071434847573e-02,2.866960650644592885e-03,-2.444444444444444642e-01,9.896945509509098848e-02,3.327025822933606623e-03,-1.695501730103806115e-01,9.999700086600525617e-02,3.915875075738943847e-03,-6.925207756232687473e-02,9.747653876383001459e-02,3.938246266596278321e-03,2.267573696145108730e-03,9.334280028278227337e-02,3.739881193251362416e-03,1.000000000000000000e+00
